REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,REC_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
1,投诉,5,市容环卫,@坪山,1,1,605,坪山区,10006,126621,102,0,1,1920,马峦街道,2018/11/29 13:43,103,0,机动车乱停放,2,-,沙坣社区,市交警支队坪山大队,车辆乱停放,179
1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10014,126643,101,0,1,1889,龙田街道,2018/11/29 14:06,103,0,公共交通管理,2,-,老坑社区,坪山交通运输局,公共交通管理,193
1,投诉,6,市政设施,@坪山,1,1,630,坪山区,10021,126652,105,0,1,8504,坑梓街道,2018/11/29 14:12,103,0,下水井盖,2,-,沙田社区,坪山街道电信营业中心,公用部件,185
1,投诉,5,市容环卫,美丽深圳,1,1,598,坪山区,10020,125821,101,0,1,1801,龙田街道,2018/11/27 13:17,102,0,住宅区域内废弃家具设备,2,-,龙田社区,市政服务中心（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,599,坪山区,10020,125822,101,0,1,8508,龙田街道,2018/11/27 13:22,102,0,住宅区域内堆放施工废弃料,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,751,坪山区,10020,125823,101,0,1,8508,龙田街道,2018/11/27 13:22,102,0,其他区域废弃家具,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,751,坪山区,10020,125824,101,0,1,8508,龙田街道,2018/11/27 13:22,102,0,其他区域废弃家具,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,751,坪山区,10020,125825,101,0,1,1801,龙田街道,2018/11/27 13:22,102,0,其他区域废弃家具,2,-,龙田社区,市政服务中心（龙田街道办事处）,废弃物堆放,177
1,投诉,8,劳动社保,固话投诉,1,1,211,坪山区,10018,125826,101,0,1,1794,龙田街道,2018/11/27 13:24,106,0,经营者欠薪后逃逸、隐匿，或因欠薪被劳动者投诉,2,-,南布社区,劳动办（龙田街道办事处）,劳动就业,34
1,投诉,5,市容环卫,美丽深圳,1,1,584,坪山区,10020,125827,101,0,1,1801,龙田街道,2018/11/27 13:32,102,0,积存垃圾渣土,2,-,龙田社区,市政服务中心（龙田街道办事处）,渣土问题,173
1,投诉,5,市容环卫,美丽深圳,1,1,751,坪山区,10020,125828,101,0,1,8508,龙田街道,2018/11/27 13:32,102,0,其他区域废弃家具,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,6,市政设施,美丽深圳,1,1,630,坪山区,10020,125829,101,0,1,8516,龙田街道,2018/11/27 13:37,102,0,下水井盖,2,-,龙田社区,大工业区水务有限公司,公用部件,185
1,投诉,5,市容环卫,美丽深圳,1,1,752,坪山区,10020,125832,101,0,1,1889,龙田街道,2018/11/27 13:52,102,0,其他区域堆放施工废弃料,2,-,龙田社区,坪山交通运输局,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,752,坪山区,10020,125833,101,0,1,8508,龙田街道,2018/11/27 13:52,102,0,其他区域堆放施工废弃料,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,751,坪山区,10020,125842,101,0,1,8508,龙田街道,2018/11/27 14:07,102,0,其他区域废弃家具,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,599,坪山区,10020,125843,101,0,1,8508,龙田街道,2018/11/27 14:07,102,0,住宅区域内堆放施工废弃料,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,751,坪山区,10020,125844,101,0,1,1801,龙田街道,2018/11/27 14:07,102,0,其他区域废弃家具,2,-,龙田社区,市政服务中心（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,599,坪山区,10020,125845,101,0,1,8508,龙田街道,2018/11/27 14:07,102,0,住宅区域内堆放施工废弃料,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,5,市容环卫,美丽深圳,1,1,752,坪山区,10020,125846,101,0,1,8508,龙田街道,2018/11/27 14:07,102,0,其他区域堆放施工废弃料,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,废弃物堆放,177
1,投诉,3,环保水务,@坪山,1,1,482,坪山区,10020,125857,101,0,1,8508,龙田街道,2018/11/27 14:15,103,0,饲养宠物家禽扰民,2,-,龙田社区,龙田街道综合执法队（龙田街道办事处）,禽畜养殖污染,138
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10020,125861,101,0,1,1801,龙田街道,2018/11/27 14:17,102,0,绿化带养护,2,-,龙田社区,市政服务中心（龙田街道办事处）,绿化养护,176
1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10012,125870,104,0,1,1889,坪山街道,2018/11/27 14:22,103,0,公共交通管理,2,-,六和社区,坪山交通运输局,公共交通管理,193
