REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,REC_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
1,投诉,1,安全隐患,@坪山,1,1,231,坪山区,10006,118700,102,0,1,1920,马峦街道,2018/11/8 11:26,103,0,交通拥堵,2,-,沙坣社区,市交警支队坪山大队,道路交通安全,27
1,投诉,5,市容环卫,@坪山,1,0,584,坪山区,10012,118701,104,1,1,1754,坪山街道,2018/11/8 11:29,103,0,积存垃圾渣土,2,-,六和社区,六和社区（坪山街道办事处）,渣土问题,173
1,投诉,6,市政设施,政府信箱,1,1,809,坪山区,10008,118702,103,0,1,1536,石井街道,2018/11/8 11:40,104,0,其他施工管理问题,2,-,田头社区,环境保护和水务局,市政、公共设施设置及维护,186
1,投诉,4,规土城建,政府信箱,1,1,965,坪山区,10012,118703,104,0,1,1681,坪山街道,2018/11/8 11:48,104,0,城市公共设施,2,-,六和社区,交通轨道办,城市建设和市政管理,964
1,投诉,1,安全隐患,@坪山,1,1,233,坪山区,10007,118704,104,0,1,1920,坪山街道,2018/11/8 11:49,103,0,机动车和驾驶员管理,2,-,六联社区,市交警支队坪山大队,道路交通安全,27
1,投诉,8,劳动社保,12345,1,1,212,坪山区,10017,118705,103,0,1,1529,石井街道,2018/11/8 11:53,13,0,未妥善处理劳动者工资或经济补偿金问题,2,-,石井社区,人力资源局,劳动就业,34
1,投诉,6,市政设施,@坪山,1,1,823,坪山区,10019,123038,105,0,1,1646,坑梓街道,2018/11/19 22:22,103,0,路灯,2,-,金沙社区,建筑工务局,公用部件,185
1,投诉,3,环保水务,@坪山,1,1,484,坪山区,10019,125214,105,0,1,1536,坑梓街道,2018/11/26 8:20,103,0,工业废气,2,-,金沙社区,环境保护和水务局,工业、住宅废气扰民,139
1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10007,125215,104,0,1,1920,坪山街道,2018/11/26 8:28,103,0,公共交通管理,2,-,六联社区,市交警支队坪山大队,公共交通管理,193
1,投诉,6,市政设施,固话投诉,1,1,671,坪山区,10015,125219,105,0,1,8516,坑梓街道,2018/11/26 8:31,106,0,道路积水,2,-,坑梓社区,大工业区水务有限公司,城市公共资源管理,187
1,投诉,6,市政设施,美丽深圳,1,1,671,坪山区,10021,125229,105,0,1,1770,坑梓街道,2018/11/26 8:37,102,0,道路积水,2,-,沙田社区,市政服务中心（坑梓街道办事处）,城市公共资源管理,187
1,投诉,6,市政设施,固话投诉,1,1,809,坪山区,10017,125238,103,0,1,1536,石井街道,2018/11/26 8:43,106,0,其他施工管理问题,2,-,石井社区,环境保护和水务局,市政、公共设施设置及维护,186
1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10013,125254,101,0,1,8508,龙田街道,2018/11/26 8:52,102,0,无照经营游商,2,-,竹坑社区,龙田街道综合执法队（龙田街道办事处）,占道经营,178
1,投诉,5,市容环卫,美丽深圳,1,1,595,坪山区,10015,125258,105,0,1,1583,坑梓街道,2018/11/26 8:57,102,0,行道树倒压占路,2,-,坑梓社区,城市管理局,绿化养护,176
1,投诉,1,安全隐患,固话投诉,1,1,579,坪山区,10010,125278,100,0,1,1878,碧岭街道,2018/11/26 9:13,106,0,电动车存消防安全隐患,2,-,沙湖社区,消安委办（碧岭街道办事处）,线路消防安全,23
1,投诉,3,环保水务,美丽深圳,1,1,538,坪山区,10007,125284,104,0,1,1536,坪山街道,2018/11/26 9:17,102,0,下水道堵塞或破损,2,-,六联社区,环境保护和水务局,供、排水及水质问题,152
1,投诉,5,市容环卫,美丽深圳,1,1,611,坪山区,10007,125285,104,0,1,8484,坪山街道,2018/11/26 9:17,102,0,悬挂横幅标语、,2,-,六联社区,坪山街道综合执法队（坪山街道办事处）,宣传广告违法行为,180
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10007,125295,104,0,1,1583,坪山街道,2018/11/26 9:27,102,0,绿化带养护,2,-,六联社区,城市管理局,绿化养护,176
1,投诉,6,市政设施,12345,1,0,809,坪山区,10004,125300,102,1,1,1891,马峦街道,2018/11/26 9:29,13,0,其他施工管理问题,2,-,坪环社区,坪山公安分局,市政、公共设施设置及维护,186
1,投诉,5,市容环卫,@坪山,1,1,605,坪山区,10012,125303,104,0,1,1920,坪山街道,2018/11/26 9:31,103,0,机动车乱停放,2,-,六和社区,市交警支队坪山大队,车辆乱停放,179
1,投诉,5,市容环卫,美丽深圳,1,1,595,坪山区,10007,125304,104,0,1,1751,坪山街道,2018/11/26 9:32,102,0,行道树倒压占路,2,-,六联社区,市政服务中心（坪山街道办事处）,绿化养护,176
1,投诉,5,市容环卫,美丽深圳,1,1,584,坪山区,10007,125314,104,0,1,8484,坪山街道,2018/11/26 9:37,102,0,积存垃圾渣土,2,-,六联社区,坪山街道综合执法队（坪山街道办事处）,渣土问题,173
1,建议,6,市政设施,12345,1,1,830,坪山区,10005,125321,104,0,1,1565,坪山街道,2018/11/26 9:46,13,0,停车场,4,-,坪山社区,卫生和计划生育局,交通设施,183
1,投诉,6,市政设施,12345,1,1,809,坪山区,10022,125322,105,0,1,1536,坑梓街道,2018/11/26 9:46,13,0,其他施工管理问题,2,-,秀新社区,环境保护和水务局,市政、公共设施设置及维护,186
1,咨询,3,环保水务,12345,1,1,955,坪山区,10004,125323,102,0,1,1536,马峦街道,2018/11/26 9:46,13,0,生态示范和模范城区创建,3,-,坪环社区,环境保护和水务局,环保管理,954
1,投诉,4,规土城建,12345,1,1,960,坪山区,10013,125324,101,0,1,1803,龙田街道,2018/11/26 9:46,13,0,规划方案,2,-,竹坑社区,竹坑社区（龙田街道办事处）,城乡规划,161
1,投诉,6,市政设施,美丽深圳,1,1,630,坪山区,10010,125325,100,0,1,8516,碧岭街道,2018/11/26 9:47,102,0,下水井盖,2,-,沙湖社区,大工业区水务有限公司,公用部件,185
1,投诉,5,市容环卫,美丽深圳,1,1,584,坪山区,10007,125326,104,0,1,1751,坪山街道,2018/11/26 9:47,102,0,积存垃圾渣土,2,-,六联社区,市政服务中心（坪山街道办事处）,渣土问题,173
1,投诉,5,市容环卫,美丽深圳,1,1,590,坪山区,10019,125327,105,0,1,1583,坑梓街道,2018/11/26 9:47,102,0,公共绿地养护,2,-,金沙社区,城市管理局,绿化养护,176
1,咨询,4,规土城建,@坪山,1,1,559,坪山区,10002,125331,100,0,1,1555,碧岭街道,2018/11/26 9:54,103,0,房地产,3,-,汤坑社区,住房和建设局,住房保障和房地产,162
1,投诉,3,环保水务,@坪山,1,1,478,坪山区,10019,125332,105,0,1,1891,坑梓街道,2018/11/26 9:57,103,0,假日住宅楼噪声,2,-,金沙社区,坪山公安分局,社会生活噪声,137
1,投诉,6,市政设施,@坪山,1,0,753,坪山区,10004,125333,102,1,1,1855,马峦街道,2018/11/26 10:00,103,0,社区公园设施隐患,2,-,坪环社区,坪环社区（马峦街道办事处）,市政、公共设施设置及维护,186
1,投诉,6,市政设施,@坪山,1,1,644,坪山区,10004,125334,102,0,1,1889,马峦街道,2018/11/26 10:00,103,0,防撞柱,2,-,坪环社区,坪山交通运输局,公用部件,185
1,投诉,3,环保水务,12345,1,1,460,坪山区,10020,125335,101,0,1,1536,龙田街道,2018/11/26 10:02,13,0,工业红线内噪声,2,-,龙田社区,环境保护和水务局,工业噪声,132
1,投诉,3,环保水务,12345,1,1,460,坪山区,10012,125336,104,0,1,1536,坪山街道,2018/11/26 10:02,13,0,工业红线内噪声,2,-,六和社区,环境保护和水务局,工业噪声,132
1,投诉,3,环保水务,12345,1,1,483,坪山区,10014,125337,101,0,1,8508,龙田街道,2018/11/26 10:02,13,0,养殖废气,2,-,老坑社区,龙田街道综合执法队（龙田街道办事处）,禽畜养殖污染,138
1,投诉,3,环保水务,12345,1,1,460,坪山区,10013,125338,101,0,1,1536,龙田街道,2018/11/26 10:02,13,0,工业红线内噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
1,投诉,1,安全隐患,12345,1,1,292,坪山区,10017,125339,103,0,1,1536,石井街道,2018/11/26 10:02,13,0,施工安全隐患,2,-,石井社区,环境保护和水务局,建设工程质量,49
1,投诉,11,教育卫生,12345,1,1,324,坪山区,10003,125340,102,0,1,1565,马峦街道,2018/11/26 10:02,13,0,有证药店非法行医,2,-,江岭社区,卫生和计划生育局,医疗机构违规经营,73
1,投诉,6,市政设施,12345,1,1,850,坪山区,10015,125341,105,0,1,1784,坑梓街道,2018/11/26 10:02,13,0,化粪池,2,-,坑梓社区,坑梓社区（坑梓街道办事处）,环卫设施设置及维护,182
1,投诉,3,环保水务,12345,1,1,466,坪山区,10022,125342,105,0,1,1772,坑梓街道,2018/11/26 10:02,13,0,商业经营红线外噪声,2,-,秀新社区,城管办（坑梓街道办事处）,商业经营噪声,134
1,投诉,3,环保水务,12345,1,1,460,坪山区,10019,125343,105,0,1,1536,坑梓街道,2018/11/26 10:02,13,0,工业红线内噪声,2,-,金沙社区,环境保护和水务局,工业噪声,132
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10015,114514,105,0,1,1770,坑梓街道,2018/10/29 18:07,102,0,绿化带养护,2,-,坑梓社区,市政服务中心（坑梓街道办事处）,绿化养护,176
1,投诉,6,市政设施,12345,1,1,830,坪山区,10009,114516,100,0,1,1920,碧岭街道,2018/10/29 18:25,13,0,停车场,2,-,碧岭社区,市交警支队坪山大队,交通设施,183
