115473,1,2018-10-31 22:08:04,坪山区,1,马峦街道,102,江岭社区,10003,市容环卫,5,占道经营,178,店外经营,603,马峦办事处综合执法队（马峦街道办事处）,8532,@坪山,103,1,0,0,1,2,投诉,-
115475,1,2018-10-31 22:52:29,坪山区,1,马峦街道,102,沙坣社区,10006,市容环卫,5,占道经营,178,无照经营游商,602,马峦办事处综合执法队（马峦街道办事处）,8532,12319,12,1,0,0,1,2,投诉,-
115476,1,2018-10-31 23:06:24,坪山区,1,坑梓街道,105,金沙社区,10019,环保水务,3,工业噪声,132,工业红线内噪声,460,环境保护和水务局,1536,@坪山,103,1,0,0,1,2,投诉,-
115477,1,2018-10-31 23:45:00,坪山区,1,碧岭街道,100,沙湖社区,10010,规土城建,4,土地资源管理,153,土地规划,958,市规划国土委坪山管理局,1881,政府信箱,104,1,1,0,0,3,咨询,-
115478,1,2018-11-01 00:21:29,坪山区,1,马峦街道,102,坪环社区,10004,市容环卫,5,占道经营,178,无照经营游商,602,马峦办事处综合执法队（马峦街道办事处）,8532,12319,12,1,1,0,0,2,投诉,-
115479,1,2018-11-01 00:28:29,坪山区,1,马峦街道,102,坪环社区,10004,市容环卫,5,占道经营,178,无照经营游商,602,马峦办事处综合执法队（马峦街道办事处）,8532,12319,12,1,1,0,0,2,投诉,-
115480,1,2018-11-01 05:22:34,坪山区,1,坪山街道,104,六和社区,10012,环保水务,3,工业噪声,132,工业红线内噪声,460,环境保护和水务局,1536,12319,12,1,0,0,1,2,投诉,-
115481,1,2018-11-01 06:20:29,坪山区,1,坪山街道,104,六和社区,10012,环保水务,3,建筑施工噪声,133,超时施工,742,环境保护和水务局,1536,12319,12,1,0,0,1,2,投诉,-
115482,1,2018-11-01 07:17:06,坪山区,1,坪山街道,104,六和社区,10012,社区管理,17,社区公共管理,118,社区公共管理,408,交通轨道办,1681,@坪山,103,1,0,0,1,2,投诉,-
115483,1,2018-11-01 07:34:41,坪山区,1,碧岭街道,100,汤坑社区,10002,市容环卫,5,市容城管,1159,城市管理,1161,社保坪山分局,1904,@坪山,103,1,1,0,0,3,咨询,-
115484,1,2018-11-01 07:53:29,坪山区,1,坑梓街道,105,秀新社区,10022,市容环卫,5,占道经营,178,无照经营游商,602,城管办（坑梓街道办事处）,1772,12319,12,1,0,0,1,2,投诉,-
115486,1,2018-11-01 08:05:06,坪山区,1,龙田街道,101,老坑社区,10014,市政设施,6,城市公共资源管理,187,架空线缆损坏,672,坪山街道电信营业中心,8504,@坪山,103,1,0,0,1,2,投诉,-
115487,1,2018-11-01 08:07:14,坪山区,1,坑梓街道,105,坑梓社区,10015,市政设施,6,公用部件,185,下水井盖,630,大工业区水务有限公司,8516,@坪山,103,1,0,0,1,2,投诉,-
115490,1,2018-11-01 08:11:10,坪山区,1,坑梓街道,105,秀新社区,10022,市政设施,6,市政、公共设施设置及维护,186,道路破损,665,坪山交通运输局,1889,@坪山,103,1,0,0,1,2,投诉,-
115491,1,2018-11-01 08:12:18,坪山区,1,马峦街道,102,沙坣社区,10006,市政设施,6,公用部件,185,防撞柱,644,坪山交通运输局,1889,@坪山,103,1,0,0,1,2,投诉,-
115710,1,2018-11-01 10:43:30,坪山区,1,坑梓街道,105,金沙社区,10019,市容环卫,5,市容城管,1159,综合执法,1162,城管办（坑梓街道办事处）,1772,12319,12,1,0,0,1,4,建议,-
115716,1,2018-11-01 10:47:30,坪山区,1,龙田街道,101,南布社区,10018,市容环卫,5,绿化养护,176,公共绿地养护,590,环境保护和水务局,1536,美丽深圳,102,1,0,0,1,2,投诉,-
115726,1,2018-11-01 10:52:30,坪山区,1,坑梓街道,105,金沙社区,10019,规土城建,4,违法建筑与用地行为,158,违法在建建筑,548,规划土地监察大队,1605,12319,12,1,0,0,1,2,投诉,-
115731,1,2018-11-01 10:57:30,坪山区,1,坑梓街道,105,金沙社区,10019,市容环卫,5,道路保洁,174,道路遗撒,586,环境保护和水务局,1536,美丽深圳,102,1,0,0,1,2,投诉,-
115732,1,2018-11-01 10:57:39,坪山区,1,龙田街道,101,龙田社区,10020,环保水务,3,工业、住宅废气扰民,139,工业废气,484,环境保护和水务局,1536,12345,13,1,0,0,1,2,投诉,-
115733,1,2018-11-01 10:58:17,坪山区,1,碧岭街道,100,汤坑社区,10002,安全隐患,1,更改房屋结构,19,擅自变动或者损坏房屋,456,城建办公室（碧岭街道办事处）,1880,固话投诉,106,1,0,0,1,2,投诉,-
115738,1,2018-11-01 11:02:02,坪山区,1,龙田街道,101,竹坑社区,10013,民政服务,15,双拥优抚,795,社区建设,1084,住房和建设局,1555,@坪山,103,1,0,0,1,2,投诉,-
115747,1,2018-11-01 11:06:11,坪山区,1,碧岭街道,100,汤坑社区,10002,安全隐患,1,更改房屋结构,19,擅自变动或者损坏房屋,456,城建办公室（碧岭街道办事处）,1880,固话投诉,106,1,0,0,1,2,投诉,-
115749,1,2018-11-01 11:07:41,坪山区,1,坪山街道,104,坪山社区,10005,教育卫生,11,医患纠纷,75,医疗事故争议,327,卫生和计划生育局,1565,政府信箱,104,1,0,0,1,1,求决,-
115751,1,2018-11-01 11:08:00,坪山区,1,坑梓街道,105,沙田社区,10021,市政设施,6,城市公共资源管理,187,架空线缆损坏,672,坪山街道电信营业中心,8504,@坪山,103,1,1,0,0,2,投诉,-
