REC_ID,REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
88418,1,投诉,6,市政设施,12345,1,1,630,坪山区,10022,105,0,1,8516,坑梓街道,2018/8/21 23:18,13,0,下水井盖,2,-,秀新社区,大工业区水务有限公司,公用部件,185
88419,1,投诉,4,规土城建,12345,1,1,550,坪山区,10012,104,0,1,1605,坪山街道,2018/8/21 23:18,13,0,违法已建建筑,2,-,六和社区,规划土地监察大队,违法建筑与用地行为,158
88421,1,投诉,3,环保水务,12345,1,1,482,坪山区,10007,104,0,1,8484,坪山街道,2018/8/21 23:18,13,0,饲养宠物家禽扰民,2,-,六联社区,坪山街道综合执法队,禽畜养殖污染,138
88422,1,投诉,3,环保水务,12345,1,1,465,坪山区,10010,100,0,1,1876,碧岭街道,2018/8/21 23:18,13,0,商业经营红线内噪声,2,-,沙湖社区,城管办（碧岭街道办事处）,商业经营噪声,134
88423,1,投诉,3,环保水务,12345,1,1,484,坪山区,10014,101,0,1,1536,龙田街道,2018/8/21 23:18,13,0,工业废气,2,-,老坑社区,环境保护和水务局,工业、住宅废气扰民,139
88424,1,投诉,3,环保水务,12345,1,1,484,坪山区,10017,103,0,1,1536,石井街道,2018/8/21 23:18,13,0,工业废气,2,-,石井社区,环境保护和水务局,工业、住宅废气扰民,139
88425,1,投诉,3,环保水务,12345,1,1,538,坪山区,10004,102,0,1,8516,马峦街道,2018/8/21 23:18,13,0,下水道堵塞或破损,2,-,坪环社区,大工业区水务有限公司,供、排水及水质问题,152
88426,1,投诉,3,环保水务,12345,1,1,465,坪山区,10015,105,0,1,1536,坑梓街道,2018/8/21 23:18,13,0,商业经营红线内噪声,2,-,坑梓社区,环境保护和水务局,商业经营噪声,134
88427,1,投诉,11,教育卫生,12345,1,1,1028,坪山区,10014,101,0,1,1500,龙田街道,2018/8/21 23:19,13,0,学历学位学籍管理,2,-,老坑社区,教育局,教育行政管理,1024
88428,1,投诉,5,市容环卫,12345,1,0,1161,坪山区,10012,104,1,1,1435,坪山街道,2018/8/21 23:19,13,0,城市管理,2,-,六和社区,区委宣传部（文体旅游局）,市容城管,1159
88429,1,投诉,6,市政设施,12345,1,1,630,坪山区,10007,104,0,1,8516,坪山街道,2018/8/21 23:44,13,0,下水井盖,2,-,六联社区,大工业区水务有限公司,公用部件,185
88430,1,投诉,2,治安维稳,12345,1,1,941,坪山区,10019,105,0,1,1583,坑梓街道,2018/8/21 23:44,13,0,能源开发供应,2,-,金沙社区,城市管理局,经济管理,937
88431,1,投诉,6,市政设施,12345,1,1,665,坪山区,10019,105,0,1,1889,坑梓街道,2018/8/21 23:44,13,0,道路破损,2,-,金沙社区,坪山交通运输局,市政、公共设施设置及维护,186
88432,1,投诉,2,治安维稳,12345,1,1,441,坪山区,10015,105,0,1,1918,坑梓街道,2018/8/21 23:44,13,0,消费者权益纠纷,2,-,坑梓社区,市市场和质量监管委坪山局,经济纠纷,122
88433,1,投诉,3,环保水务,12345,1,1,460,坪山区,10004,102,0,1,1536,马峦街道,2018/8/21 23:44,13,0,工业红线内噪声,2,-,坪环社区,环境保护和水务局,工业噪声,132
88434,1,投诉,3,环保水务,12345,1,1,460,坪山区,10004,102,0,1,1536,马峦街道,2018/8/21 23:44,13,0,工业红线内噪声,2,-,坪环社区,环境保护和水务局,工业噪声,132
88435,1,投诉,5,市容环卫,@坪山,1,1,589,坪山区,10013,101,0,1,1583,龙田街道,2018/8/22 0:10,103,0,树木养护,2,-,竹坑社区,城市管理局,绿化养护,176
88436,1,投诉,6,市政设施,@坪山,1,1,630,坪山区,10019,105,0,1,8516,坑梓街道,2018/8/22 0:28,103,0,下水井盖,2,-,金沙社区,大工业区水务有限公司,公用部件,185
88437,1,投诉,3,环保水务,@坪山,1,1,460,坪山区,10013,101,0,1,1536,龙田街道,2018/8/22 1:04,103,0,工业红线内噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
88438,1,投诉,3,环保水务,12319,1,1,461,坪山区,10013,101,0,1,1536,龙田街道,2018/8/22 1:18,12,0,工业红线外噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
88439,1,建议,10,文体旅游,政府信箱,1,0,1003,坪山区,10016,104,1,1,1435,坪山街道,2018/8/22 1:25,104,0,精神文明建设,4,-,和平社区,区委宣传部（文体旅游局）,宣传舆论,1002
88442,1,投诉,3,环保水务,@坪山,1,1,742,坪山区,10013,101,0,1,1536,龙田街道,2018/8/22 2:23,103,0,超时施工,2,-,竹坑社区,环境保护和水务局,建筑施工噪声,133
88443,1,投诉,3,环保水务,12319,1,1,465,坪山区,10016,104,0,1,1536,坪山街道,2018/8/22 2:30,12,0,商业经营红线内噪声,2,-,和平社区,环境保护和水务局,商业经营噪声,134
88447,1,感谢,2,治安维稳,@坪山,1,1,944,坪山区,10002,100,0,1,9770,碧岭街道,2018/8/22 7:14,103,0,致敬致谢,5,-,汤坑社区,区指挥中心处置,表达情感,938
88448,1,投诉,6,市政设施,美丽深圳,1,0,640,坪山区,10020,101,1,1,1804,龙田街道,2018/8/22 7:32,102,0,无主井盖,2,-,龙田社区,龙田社区,公用部件,185
88449,1,投诉,6,市政设施,美丽深圳,1,1,634,坪山区,10020,101,0,1,8474,龙田街道,2018/8/22 7:37,102,0,通讯井盖,2,-,龙田社区,广东移动深圳公司,公用部件,185
88450,1,投诉,6,市政设施,美丽深圳,1,0,634,坪山区,10020,101,1,1,1804,龙田街道,2018/8/22 7:47,102,0,通讯井盖,2,-,龙田社区,龙田社区,公用部件,185
88456,1,投诉,5,市容环卫,美丽深圳,1,1,603,坪山区,10012,104,0,1,8484,坪山街道,2018/8/22 8:07,102,0,店外经营,2,-,六和社区,坪山街道综合执法队,占道经营,178
88458,1,建议,10,文体旅游,@坪山,1,1,1003,坪山区,10002,100,0,1,1455,碧岭街道,2018/8/22 8:09,103,0,精神文明建设,4,-,汤坑社区,区委政法委,宣传舆论,1002
88459,1,建议,10,文体旅游,@坪山,1,1,1003,坪山区,10002,100,0,1,1455,碧岭街道,2018/8/22 8:11,103,0,精神文明建设,4,-,汤坑社区,区委政法委,宣传舆论,1002
88460,1,投诉,5,市容环卫,美丽深圳,1,1,603,坪山区,10012,104,0,1,8484,坪山街道,2018/8/22 8:12,102,0,店外经营,2,-,六和社区,坪山街道综合执法队,占道经营,178
78664,1,投诉,6,市政设施,美丽深圳,1,1,630,坪山区,10012,104,0,1,1754,坪山街道,2018/7/23 10:22,102,0,下水井盖,2,-,六和社区,六和社区,公用部件,185
78665,1,投诉,5,市容环卫,美丽深圳,1,1,611,坪山区,10012,104,0,1,8484,坪山街道,2018/7/23 10:32,102,0,悬挂横幅标语、,2,-,六和社区,坪山街道综合执法队,宣传广告违法行为,180
78666,1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10022,105,0,1,1583,坑梓街道,2018/7/23 10:37,102,0,绿化带养护,2,-,秀新社区,城市管理局,绿化养护,176
78667,1,投诉,6,市政设施,@坪山,1,0,844,坪山区,10019,105,1,1,1777,坑梓街道,2018/7/23 10:59,103,0,存车支架,2,-,金沙社区,金沙社区,道路设施,184
78668,1,投诉,5,市容环卫,美丽深圳,1,1,611,坪山区,10012,104,0,1,8484,坪山街道,2018/7/23 11:02,102,0,悬挂横幅标语、,2,-,六和社区,坪山街道综合执法队,宣传广告违法行为,180
78669,1,投诉,5,市容环卫,@坪山,1,1,603,坪山区,10022,105,0,1,1772,坑梓街道,2018/7/23 11:06,103,0,店外经营,2,-,秀新社区,城管办（坑梓街道办事处）,占道经营,178
99632,1,投诉,5,市容环卫,12319,1,1,595,坪山区,10022,105,0,1,1770,坑梓街道,2018/9/17 8:27,12,0,行道树倒压占路,2,-,秀新社区,市政服务中心（坑梓街道办事处）,绿化养护,176
99640,1,投诉,5,市容环卫,@坪山,1,0,595,坪山区,10009,100,1,1,1862,碧岭街道,2018/9/17 8:32,103,0,行道树倒压占路,2,-,碧岭社区,碧岭社区,绿化养护,176
99646,1,投诉,5,市容环卫,@坪山,1,0,595,坪山区,10022,105,1,1,1583,坑梓街道,2018/9/17 8:35,103,0,行道树倒压占路,2,-,秀新社区,城市管理局,绿化养护,176
99651,1,投诉,5,市容环卫,美丽深圳,1,0,595,坪山区,10016,104,1,1,1583,坪山街道,2018/9/17 8:37,102,0,行道树倒压占路,2,-,和平社区,城市管理局,绿化养护,176
99654,1,投诉,5,市容环卫,12319,1,1,595,坪山区,10004,102,0,1,1843,马峦街道,2018/9/17 8:42,12,0,行道树倒压占路,2,-,坪环社区,市政服务中心（马峦街道办事处）,绿化养护,176
99664,1,投诉,5,市容环卫,12319,1,1,595,坪山区,10022,105,0,1,1770,坑梓街道,2018/9/17 8:50,12,0,行道树倒压占路,2,-,秀新社区,市政服务中心（坑梓街道办事处）,绿化养护,176
99669,1,投诉,6,市政设施,美丽深圳,1,1,630,坪山区,10007,104,0,1,8516,坪山街道,2018/9/17 8:52,102,0,下水井盖,2,-,六联社区,大工业区水务有限公司,公用部件,185
9967,1,投诉,1,安全隐患,@坪山,1,1,231,坪山区,10004,102,0,1,1855,马峦街道,2018/2/11 17:25,103,0,交通拥堵,2,-,坪环社区,坪环社区,道路交通安全,27
99675,1,咨询,6,市政设施,@坪山,1,0,642,坪山区,10004,102,1,1,1932,马峦街道,2018/9/17 8:57,103,0,电力设施,3,-,坪环社区,坪山供电局,公用部件,185
99687,1,投诉,5,市容环卫,固话投诉,1,1,857,坪山区,10012,104,0,1,1583,坪山街道,2018/9/17 9:04,106,0,行道树,2,-,六和社区,城市管理局,绿化养护,176
99688,1,投诉,5,市容环卫,12319,1,0,595,坪山区,10019,105,1,1,1777,坑梓街道,2018/9/17 9:05,12,0,行道树倒压占路,2,-,金沙社区,金沙社区,绿化养护,176
99697,1,求决,1,安全隐患,政府信箱,1,1,734,坪山区,10013,101,0,1,1881,龙田街道,2018/9/17 9:16,104,0,非建筑类边坡安全隐患,1,-,竹坑社区,市规划国土委坪山管理局,地质安全,60
99702,1,投诉,5,市容环卫,固话投诉,1,1,589,坪山区,10013,101,0,1,1583,龙田街道,2018/9/17 9:20,106,0,树木养护,2,-,竹坑社区,城市管理局,绿化养护,176
99704,1,投诉,5,市容环卫,固话投诉,1,1,589,坪山区,10013,101,0,1,1583,龙田街道,2018/9/17 9:22,106,0,树木养护,2,-,竹坑社区,城市管理局,绿化养护,176
99706,1,投诉,5,市容环卫,12319,1,0,595,坪山区,10005,104,1,1,1756,坪山街道,2018/9/17 9:23,12,0,行道树倒压占路,2,-,坪山社区,坪山社区,绿化养护,176
99709,1,投诉,6,市政设施,12319,1,1,661,坪山区,10019,105,0,1,1583,坑梓街道,2018/9/17 9:26,12,0,市政公园设施隐患,2,-,金沙社区,城市管理局,市政、公共设施设置及维护,186
9971,1,投诉,5,市容环卫,@坪山,1,1,607,坪山区,10007,104,0,1,8484,坪山街道,2018/2/11 17:49,103,0,街头张贴广告,2,-,六联社区,坪山街道综合执法队,宣传广告违法行为,180
99713,1,投诉,5,市容环卫,固话投诉,1,1,595,坪山区,10007,104,0,1,1583,坪山街道,2018/9/17 9:28,106,0,行道树倒压占路,2,-,六联社区,城市管理局,绿化养护,176
99716,1,投诉,3,环保水务,固话投诉,1,1,538,坪山区,10009,100,0,1,1862,碧岭街道,2018/9/17 9:29,106,0,下水道堵塞或破损,2,-,碧岭社区,碧岭社区,供、排水及水质问题,152
99724,1,投诉,5,市容环卫,12319,1,1,595,坪山区,10017,103,0,1,8536,石井街道,2018/9/17 9:35,12,0,行道树倒压占路,2,-,石井社区,石井办事处市政服务中心,绿化养护,176
9973,1,投诉,6,市政设施,@坪山,1,0,644,坪山区,10014,101,1,1,1889,龙田街道,2018/2/11 17:55,103,0,防撞柱,2,-,老坑社区,坪山交通运输局,公用部件,185
99734,1,投诉,6,市政设施,@坪山,1,1,671,坪山区,10009,100,0,1,1889,碧岭街道,2018/9/17 9:40,103,0,道路积水,2,-,碧岭社区,坪山交通运输局,城市公共资源管理,187
99740,1,咨询,6,市政设施,@坪山,1,0,642,坪山区,10008,103,1,1,1932,石井街道,2018/9/17 9:43,103,0,电力设施,3,-,田头社区,坪山供电局,公用部件,185
99741,1,投诉,5,市容环卫,@坪山,1,1,595,坪山区,10009,100,0,1,8523,碧岭街道,2018/9/17 9:44,103,0,行道树倒压占路,2,-,碧岭社区,碧岭办事处市政服务中心,绿化养护,176
99742,1,投诉,3,环保水务,12319,1,1,539,坪山区,10007,104,0,1,8454,坪山街道,2018/9/17 9:44,12,0,供水设施故障,2,-,六联社区,坪山自来水有限公司,供、排水及水质问题,152
99749,1,投诉,5,市容环卫,美丽深圳,1,0,595,坪山区,10010,100,1,1,1583,碧岭街道,2018/9/17 9:52,102,0,行道树倒压占路,2,-,沙湖社区,城市管理局,绿化养护,176
99756,1,投诉,5,市容环卫,美丽深圳,1,0,589,坪山区,10016,104,1,1,1583,坪山街道,2018/9/17 9:57,102,0,树木养护,2,-,和平社区,城市管理局,绿化养护,176
99759,1,投诉,5,市容环卫,12319,1,1,595,坪山区,10017,103,0,1,8536,石井街道,2018/9/17 10:00,12,0,行道树倒压占路,2,-,石井社区,石井办事处市政服务中心,绿化养护,176
99761,1,投诉,5,市容环卫,12319,1,1,1266,坪山区,10014,101,0,1,1583,龙田街道,2018/9/17 10:01,12,0,广告牌匾,2,-,老坑社区,城市管理局,宣传广告违法行为,180
99763,1,投诉,5,市容环卫,美丽深圳,1,0,595,坪山区,10004,102,1,1,1583,马峦街道,2018/9/17 10:02,102,0,行道树倒压占路,2,-,坪环社区,城市管理局,绿化养护,176
97786,1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10012,104,0,1,8484,坪山街道,2018/9/12 6:57,102,0,无照经营游商,2,-,六和社区,坪山街道综合执法队,占道经营,178
97787,1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10022,105,0,1,1772,坑梓街道,2018/9/12 7:07,102,0,无照经营游商,2,-,秀新社区,城管办（坑梓街道办事处）,占道经营,178
97788,1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10022,105,0,1,1772,坑梓街道,2018/9/12 7:07,102,0,无照经营游商,2,-,秀新社区,城管办（坑梓街道办事处）,占道经营,178
97789,1,咨询,11,教育卫生,@坪山,1,1,1021,坪山区,10013,101,0,1,1500,龙田街道,2018/9/12 7:12,103,0,教育统筹管理,3,-,竹坑社区,教育局,教育体制,1019
97790,1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10012,104,0,1,8484,坪山街道,2018/9/12 7:32,102,0,无照经营游商,2,-,六和社区,坪山街道综合执法队,占道经营,178
97791,1,投诉,5,市容环卫,美丽深圳,1,1,603,坪山区,10012,104,0,1,8484,坪山街道,2018/9/12 7:42,102,0,店外经营,2,-,六和社区,坪山街道综合执法队,占道经营,178
97795,1,投诉,6,市政设施,@坪山,1,1,630,坪山区,10020,101,0,1,1889,龙田街道,2018/9/12 8:02,103,0,下水井盖,2,-,龙田社区,坪山交通运输局,公用部件,185
97796,1,投诉,6,市政设施,@坪山,1,1,644,坪山区,10022,105,0,1,1889,坑梓街道,2018/9/12 8:02,103,0,防撞柱,2,-,秀新社区,坪山交通运输局,公用部件,185
97798,1,投诉,6,市政设施,@坪山,1,1,838,坪山区,10015,105,0,1,1889,坑梓街道,2018/9/12 8:06,103,0,过街天桥,2,-,坑梓社区,坪山交通运输局,道路设施,184
97802,1,投诉,7,交通运输,政府信箱,1,1,681,坪山区,10002,100,0,1,1681,碧岭街道,2018/9/12 8:07,104,0,公共交通管理,2,-,汤坑社区,交通轨道办,公共交通管理,193
97803,1,投诉,6,市政设施,@坪山,1,1,644,坪山区,10015,105,0,1,1889,坑梓街道,2018/9/12 8:10,103,0,防撞柱,2,-,坑梓社区,坪山交通运输局,公用部件,185
97804,1,投诉,6,市政设施,@坪山,1,1,630,坪山区,10007,104,0,1,8516,坪山街道,2018/9/12 8:15,103,0,下水井盖,2,-,六联社区,大工业区水务有限公司,公用部件,185
97805,1,投诉,6,市政设施,@坪山,1,1,665,坪山区,10005,104,0,1,1889,坪山街道,2018/9/12 8:18,103,0,道路破损,2,-,坪山社区,坪山交通运输局,市政、公共设施设置及维护,186
97806,1,投诉,3,环保水务,@坪山,1,1,460,坪山区,10013,101,0,1,1536,龙田街道,2018/9/12 8:20,103,0,工业红线内噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
97808,1,投诉,6,市政设施,@坪山,1,1,630,坪山区,10014,101,0,1,8516,龙田街道,2018/9/12 8:28,103,0,下水井盖,2,-,老坑社区,大工业区水务有限公司,公用部件,185
97819,1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10022,105,0,1,1772,坑梓街道,2018/9/12 8:37,102,0,无照经营游商,2,-,秀新社区,城管办（坑梓街道办事处）,占道经营,178
97838,1,投诉,14,党纪政纪,固话投诉,1,1,370,坪山区,10013,101,0,1,1920,龙田街道,2018/9/12 8:50,106,0,服务态度,2,-,竹坑社区,市交警支队坪山大队,行政效能,100
97847,1,投诉,5,市容环卫,12319,1,1,613,坪山区,10006,102,0,1,8532,马峦街道,2018/9/12 8:56,12,0,露天烧烤,2,-,沙坣社区,马峦办事处综合执法队,其他市容违法行为或影响市容事件,181
97861,1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10017,103,0,1,8535,石井街道,2018/9/12 9:02,102,0,无照经营游商,2,-,石井社区,石井办事处综合执法队,占道经营,178
97870,1,投诉,6,市政设施,固话投诉,1,0,644,坪山区,10003,102,1,1,1889,马峦街道,2018/9/12 9:06,106,0,防撞柱,2,-,江岭社区,坪山交通运输局,公用部件,185
97878,1,咨询,11,教育卫生,政府信箱,1,0,1022,坪山区,10002,100,1,1,1500,碧岭街道,2018/9/12 9:12,104,0,教育资源配置,3,-,汤坑社区,教育局,教育体制,1019
97880,1,投诉,6,市政设施,固话投诉,1,1,631,坪山区,10015,105,0,1,8516,坑梓街道,2018/9/12 9:13,106,0,自来水管破裂,2,-,坑梓社区,大工业区水务有限公司,公用部件,185
97889,1,投诉,5,市容环卫,12319,1,1,602,坪山区,10019,105,0,1,1772,坑梓街道,2018/9/12 9:19,12,0,无照经营游商,2,-,金沙社区,城管办（坑梓街道办事处）,占道经营,178
97899,1,投诉,3,环保水务,@坪山,1,0,476,坪山区,10012,104,1,1,1891,坪山街道,2018/9/12 9:54,103,0,公共场所噪声,2,-,六和社区,坪山公安分局,社会生活噪声,137
97904,1,投诉,6,市政设施,12319,1,1,853,坪山区,10020,101,0,1,1801,龙田街道,2018/9/12 10:07,12,0,垃圾箱,2,-,龙田社区,市政服务中心（龙田街道办事处）,环卫设施设置及维护,182
97905,1,投诉,3,环保水务,@坪山,1,1,949,坪山区,10019,105,0,1,9444,坑梓街道,2018/9/12 10:08,103,0,其他野生资源管理,2,-,金沙社区,城建办,野生资源管理,948
97907,1,投诉,3,环保水务,12319,1,1,482,坪山区,10008,103,0,1,8535,石井街道,2018/9/12 10:12,12,0,饲养宠物家禽扰民,2,-,田头社区,石井办事处综合执法队,禽畜养殖污染,138
97908,1,投诉,5,市容环卫,12319,1,1,602,坪山区,10019,105,0,1,1772,坑梓街道,2018/9/12 10:16,12,0,无照经营游商,2,-,金沙社区,城管办（坑梓街道办事处）,占道经营,178
97909,1,投诉,1,安全隐患,@坪山,1,0,579,坪山区,10019,105,1,1,9444,坑梓街道,2018/9/12 10:18,103,0,电动车存消防安全隐患,2,-,金沙社区,城建办（坑梓街道办事处）,线路消防安全,23
97913,1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10007,104,0,1,1755,坪山街道,2018/9/12 10:37,102,0,绿化带养护,2,-,六联社区,六联社区,绿化养护,176
97914,1,投诉,5,市容环卫,12319,1,1,606,坪山区,10019,105,0,1,1772,坑梓街道,2018/9/12 10:41,12,0,非机动车乱停放,2,-,金沙社区,城管办（坑梓街道办事处）,车辆乱停放,179
97916,1,投诉,6,市政设施,固话投诉,1,1,630,坪山区,10020,101,0,1,8565,龙田街道,2018/9/12 10:48,106,0,下水井盖,2,-,龙田社区,坑梓自来水公司（坑梓辖区）,公用部件,185
97919,1,投诉,6,市政设施,美丽深圳,1,1,629,坪山区,10007,104,0,1,8516,坪山街道,2018/9/12 10:57,102,0,上水井盖,2,-,六联社区,大工业区水务有限公司,公用部件,185
97920,1,投诉,6,市政设施,美丽深圳,1,1,629,坪山区,10007,104,0,1,8516,坪山街道,2018/9/12 10:57,102,0,上水井盖,2,-,六联社区,大工业区水务有限公司,公用部件,185
97921,1,投诉,6,市政设施,美丽深圳,1,1,629,坪山区,10007,104,0,1,1755,坪山街道,2018/9/12 10:57,102,0,上水井盖,2,-,六联社区,六联社区,公用部件,185
97933,1,投诉,6,市政设施,美丽深圳,1,1,629,坪山区,10012,104,0,1,1754,坪山街道,2018/9/12 11:12,102,0,上水井盖,2,-,六和社区,六和社区,公用部件,185
92404,1,投诉,6,市政设施,美丽深圳,1,0,634,坪山区,10016,104,1,1,10000,坪山街道,2018/8/29 11:47,102,0,通讯井盖,2,-,和平社区,坪山联通营业中心,公用部件,185
92405,1,咨询,11,教育卫生,@坪山,1,1,1022,坪山区,10013,101,0,1,1500,龙田街道,2018/8/29 11:49,103,0,教育资源配置,3,-,竹坑社区,教育局,教育体制,1019
92406,1,投诉,4,规土城建,12319,1,1,548,坪山区,10014,101,0,1,1605,龙田街道,2018/8/29 11:54,12,0,违法在建建筑,2,-,老坑社区,规划土地监察大队,违法建筑与用地行为,158
92407,1,投诉,3,环保水务,12345,1,1,460,坪山区,10013,101,0,1,1536,龙田街道,2018/8/29 11:55,13,0,工业红线内噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
92408,1,投诉,3,环保水务,12345,1,1,460,坪山区,10013,101,0,1,1536,龙田街道,2018/8/29 11:55,13,0,工业红线内噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
92409,1,投诉,3,环保水务,12345,1,1,460,坪山区,10008,103,0,1,1536,石井街道,2018/8/29 11:55,13,0,工业红线内噪声,2,-,田头社区,环境保护和水务局,工业噪声,132
92410,1,-,3,环保水务,12345,-,1,460,-,-,-,0,1,-,-,2018/8/29 11:55,13,0,工业红线内噪声,99,-,-,-,工业噪声,132
92411,1,投诉,5,市容环卫,12345,1,1,1161,坪山区,10022,105,0,1,1536,坑梓街道,2018/8/29 11:55,13,0,城市管理,2,-,秀新社区,环境保护和水务局,市容城管,1159
92412,1,投诉,5,市容环卫,12345,1,1,1161,坪山区,10022,105,0,1,1770,坑梓街道,2018/8/29 11:55,13,0,城市管理,2,-,秀新社区,市政服务中心（坑梓街道办事处）,市容城管,1159
92413,1,投诉,3,环保水务,12345,1,1,460,坪山区,10006,102,0,1,1536,马峦街道,2018/8/29 11:55,13,0,工业红线内噪声,2,-,沙坣社区,环境保护和水务局,工业噪声,132
92414,1,投诉,3,环保水务,12345,1,1,460,坪山区,10009,100,0,1,1536,碧岭街道,2018/8/29 11:55,13,0,工业红线内噪声,2,-,碧岭社区,环境保护和水务局,工业噪声,132
92415,1,投诉,4,规土城建,12345,1,1,960,坪山区,10013,101,0,1,1500,龙田街道,2018/8/29 11:55,13,0,规划方案,2,-,竹坑社区,教育局,城乡规划,161
92416,1,投诉,6,市政设施,@坪山,1,1,665,坪山区,10020,101,0,1,1889,龙田街道,2018/8/29 12:06,103,0,道路破损,2,-,龙田社区,坪山交通运输局,市政、公共设施设置及维护,186
92417,1,投诉,2,治安维稳,12319,1,1,918,坪山区,10022,105,0,1,1772,坑梓街道,2018/8/29 12:06,12,0,警务执法,2,-,秀新社区,城管办（坑梓街道办事处）,警务督察,129
92418,1,投诉,5,市容环卫,12345,1,1,1161,坪山区,10007,104,0,1,1583,坪山街道,2018/8/29 12:19,13,0,城市管理,2,-,六联社区,城市管理局,市容城管,1159
92419,1,投诉,3,环保水务,12345,1,1,460,坪山区,10004,102,0,1,1536,马峦街道,2018/8/29 12:19,13,0,工业红线内噪声,2,-,坪环社区,环境保护和水务局,工业噪声,132
92420,1,投诉,3,环保水务,12345,1,1,460,坪山区,10007,104,0,1,1536,坪山街道,2018/8/29 12:19,13,0,工业红线内噪声,2,-,六联社区,环境保护和水务局,工业噪声,132
92421,1,投诉,3,环保水务,12345,1,1,460,坪山区,10014,101,0,1,1536,龙田街道,2018/8/29 12:19,13,0,工业红线内噪声,2,-,老坑社区,环境保护和水务局,工业噪声,132
92422,1,投诉,12,组织人事,12345,1,1,1052,坪山区,10012,104,0,1,1425,坪山街道,2018/8/29 12:19,13,0,职业资格考试,2,-,六和社区,区委（区政府）办公室,人力资源,1047
92423,1,投诉,3,环保水务,@坪山,1,1,538,坪山区,10019,105,0,1,8516,坑梓街道,2018/8/29 12:20,103,0,下水道堵塞或破损,2,-,金沙社区,大工业区水务有限公司,供、排水及水质问题,152
92424,1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10019,105,0,1,1889,坑梓街道,2018/8/29 12:20,103,0,公共交通管理,2,-,金沙社区,坪山交通运输局,公共交通管理,193
92426,1,投诉,3,环保水务,12345,1,1,460,坪山区,10007,104,0,1,1536,坪山街道,2018/8/29 12:27,13,0,工业红线内噪声,2,-,六联社区,环境保护和水务局,工业噪声,132
92427,1,投诉,11,教育卫生,12345,1,0,1025,坪山区,10019,105,1,1,1500,坑梓街道,2018/8/29 12:27,13,0,教学管理,2,-,金沙社区,教育局,教育行政管理,1024
92428,1,投诉,3,环保水务,12345,1,1,484,坪山区,10005,104,0,1,1536,坪山街道,2018/8/29 12:27,13,0,工业废气,2,-,坪山社区,环境保护和水务局,工业、住宅废气扰民,139
92429,1,投诉,3,环保水务,12345,1,1,498,坪山区,10013,101,0,1,1536,龙田街道,2018/8/29 12:27,13,0,生活污水乱排放,2,-,竹坑社区,环境保护和水务局,水污染,141
92430,1,投诉,15,民政服务,12345,1,1,1076,坪山区,10010,100,0,1,1424,碧岭街道,2018/8/29 12:27,13,0,社团管理,2,-,沙湖社区,区委组织部,社会组织,107
92431,1,投诉,3,环保水务,12345,1,1,498,坪山区,10004,102,0,1,1536,马峦街道,2018/8/29 12:27,13,0,生活污水乱排放,2,-,坪环社区,环境保护和水务局,水污染,141
92432,1,投诉,11,教育卫生,12345,1,1,1008,坪山区,10020,101,0,1,1565,龙田街道,2018/8/29 12:27,13,0,医疗技术和服务,2,-,龙田社区,卫生和计划生育局,医政监管,1007
92433,1,投诉,8,劳动社保,12345,1,1,212,坪山区,10004,102,0,1,1854,马峦街道,2018/8/29 12:27,13,0,未妥善处理劳动者工资或经济补偿金问题,2,-,坪环社区,劳动管理办公室（马峦街道办事处）,劳动就业,34
92434,1,投诉,4,规土城建,12345,1,1,960,坪山区,10013,101,0,1,1803,龙田街道,2018/8/29 12:27,13,0,规划方案,2,-,竹坑社区,竹坑社区,城乡规划,161
92435,1,投诉,3,环保水务,12345,1,1,483,坪山区,10007,104,0,1,1536,坪山街道,2018/8/29 12:27,13,0,养殖废气,2,-,六联社区,环境保护和水务局,禽畜养殖污染,138
92436,1,投诉,4,规土城建,12345,1,0,965,坪山区,10002,100,1,1,1863,碧岭街道,2018/8/29 12:27,13,0,城市公共设施,2,-,汤坑社区,汤坑社区,城市建设和市政管理,964
